,Nombre,Edad,Fecha de nacimiento,Liga,Temporada,Posicion,Club,Nacionalidad,Calificacion,Minutos jugados totales,Minutos jugados local,Minutos jugados visita,Apariciones totales,Apariciones local,Apariciones visita,Goles totales,Goles local,Goles visita,Asistencias totales,Asistencias local,Asistencias visita,Goles penal,Penales errados,Partidos sin gol recibido totales,Partidos sin gol recibido local,Partidos sin gol recibido visita,Goles permitidos totales,Goles permitidos local,Goles permitidos visita,Tarjetas amarillas totales,Tarjetas rojas totales,Participacion en goles x cada 90 min totales,Asistencias x cada 90 min totales,Goles x cada 90 min totales,Goles x cada 90 min local,Goles x cada 90 min visita,Minutos x gol totales,Goles permitidos x cada 90 min totales,Minutos x goles permitidos totales,Minutos x partido,Minutos x tarjeta totales,Minutos x asistencia totales,Tarjetas x cada 90 min totales,Calificacion,Asistencias x partido totales,Pases x cada 90 minutos totales,Pases x juego totales,Pases totales,Pases completos x partidos totales,Pases completos totales,Pases completos x cada 90 min,Pases clave x partido totales,Pases clave totales,Centros x partido totales,Entradas x cada 90 min totales,Entradas x partido totales,Entradas totales,Balones perdidos x partido totales,Atajadas x partido totales,Intercepciones x partido totales,Regates existosos x partido totales,Tiros recibidos x partido totales,Tiros x goles anotados totales,Tiros x cada 90 min totales,Tiros desviados x partido totales,Regates x partido totales,Tiros puerta x partido totales,Duelos aereos ganados x partidos totales,Tiros totales,Tiros x partido totales,Tiros a puerta totales,Tiros puerta x cada 90 min totales,Tiros desviados totales,Tiros desviados x cada 90 min totales,Intercepciones totales,Intercepciones x cada 90 min totales,Centros totales,Centros x cada 90 min totales,Pases clave x cada 90 min totales,Regates totales,Regates x cada 90 min totales,Regates existosos totales,Regates existosos x cada 90 min totales,Porcentaje regates existosos totales,Atajadas totales,Atajadas x cada 90 min totales,Tiros recibidos totales,Tiros recibidos x cada 90 min totales,Porcentaje atajadas totales,Porcentaje pases completos totales,Porcentaje tiros precisos totales,Duelos regate perdidos x cada partido totales,Duelos regate perdidos x cada 90 min totales,Duelos regate perdidos totales,Penales anotados totales,Penales errados totales,Bloqueos x partido totales,Bloqueos x cada 90 min totales,Bloqueos totales,Despejes x partido totales,Despejes x cada 90 min totales,Despejes totales,Penales cometidos totales,Penales cometidos x cada 90 min totales,Penales cometidos x partido totales,Penales atajados totales,Penales ejecutados totales,Tiros a poste totales,Tiros a poste x partido totales,Tiros a poste x cada 90 min totales,Punetazos totales,Punetazos x partido totales,Punetazos x cada 90 min totales,Offsides x cada 90 min totales,Offsides x partido totales,Offsides totales,Penales generados totales,Tasa tiros/goles totales,Faltas recibidas totales,Faltas recibidas x partido totales,Faltas recibidas x cada 90 min totales,Faltas cometidas x cada 90 min totales,Faltas cometidas x partido totales,Faltas cometidas totales,Duelos aereos ganados totales,Duelos aereos ganados x cada 90 min totales,Duelos x cada 90 min totales,Duelos x partido totales,Duelos totales,Duelos ganados totales,Duelos ganados x cada 90 min totales,Duelos ganados x partido totales,Porcentaje duelos ganados totales,Balones perdidos totales,Balones perdidos x cada 90 min totales,Porcentaje centros precisos totales,Centros precisos totales,Centros precisos x partido totales,Centros precisos x cada 90 min totales,Hattricks totales
565,Rodri,27,22/06/1996,Premier League,2022/2023,Midfielder,Manchester City,Spain,7.09,2920,1360,1560,36,18,18,2,1,1,6,5,1,0,0,13,7,6,25,11,14,5,0,0.25,0.18,0.06,0.07,0.06,1460,0.77,117,81,584,487,0.15,7.09,0.17,90.49,81.56,2936.0,74.53,2683.0,82.7,0.92,33.0,0.19,2.03,1.83,66.0,0.53,0.0,0.89,0.64,0.0,16.5,1.02,0.53,0.86,0.39,1.94,33.0,0.92,14.0,0.43,19.0,0.59,32.0,0.99,7.0,0.22,1.02,31.0,0.96,23.0,0.71,74.19,0.0,0.0,0.0,0.0,0.0,91.38,42.42,0.72,0.8,26.0,0.0,0.0,0.33,0.37,12.0,1.17,1.29,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.03,0.0,0.0,0.0,0.09,0.08,3.0,0.0,6.06,20.0,0.56,0.62,1.39,1.25,45.0,70.0,2.16,9.43,8.5,306.0,179.0,5.52,4.97,58.5,19.0,0.59,57.14,4.0,0.11,0.12,0.0
571,Roméo Lavia,20,06/01/2004,Premier League,2022/2023,Midfielder,Southampton,Belgium,6.81,2230,1135,1095,28,15,13,1,1,0,0,0,0,0,0,3,1,2,48,24,24,9,0,0.04,0.0,0.04,0.08,0.0,2230,1.94,46,80,248,0,0.36,6.81,0.0,39.15,33.25,931.0,28.54,799.0,33.6,0.57,16.0,0.07,2.27,1.93,54.0,0.93,0.0,1.11,0.89,0.0,6.0,0.25,0.11,1.39,0.11,0.21,6.0,0.21,3.0,0.13,3.0,0.13,31.0,1.3,2.0,0.08,0.67,39.0,1.64,25.0,1.05,64.1,0.0,0.0,0.0,0.0,0.0,85.82,50.0,0.96,1.14,27.0,0.0,0.0,0.36,0.42,10.0,0.86,1.01,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.67,48.0,1.71,2.02,1.14,0.96,27.0,6.0,0.25,9.8,8.32,233.0,133.0,5.59,4.75,57.08,26.0,1.09,50.0,1.0,0.04,0.04,0.0
575,Rúben Neves,27,13/03/1997,Premier League,2022/2023,Midfielder,Wolverhampton Wanderers,Portugal,7.31,3021,1514,1507,35,17,18,6,5,1,1,1,0,3,0,9,8,1,46,17,29,12,0,0.21,0.03,0.18,0.3,0.06,504,1.37,66,86,252,3021,0.36,7.31,0.03,58.42,55.88,1844.0,46.82,1545.0,48.94,0.91,30.0,1.58,2.41,2.3,76.0,0.39,0.0,1.39,0.52,0.0,7.5,1.43,0.94,0.79,0.42,0.58,45.0,1.36,14.0,0.44,31.0,0.98,46.0,1.46,52.0,1.65,0.95,26.0,0.82,17.0,0.54,65.38,0.0,0.0,0.0,0.0,0.0,83.79,31.11,1.06,1.11,35.0,3.0,0.0,0.64,0.67,21.0,2.3,2.41,76.0,1.0,0.03,0.03,0.0,3.0,2.0,0.06,0.06,0.0,0.0,0.0,0.03,0.03,1.0,0.0,13.33,16.0,0.48,0.51,1.08,1.03,34.0,19.0,0.6,7.63,7.3,241.0,128.0,4.05,3.88,53.11,13.0,0.41,19.23,10.0,0.3,0.32,0.0
584,Saïd Benrahma,28,10/08/1995,Premier League,2022/2023,Forward,West Ham United,Algeria,6.71,2071,1231,840,35,16,19,6,5,1,3,2,1,4,0,8,5,3,30,18,12,0,0,0.39,0.13,0.26,0.37,0.11,345,1.3,69,59,0,690,0.0,6.71,0.09,30.58,20.09,683.0,16.5,561.0,25.12,1.35,46.0,2.44,1.07,0.71,24.0,1.24,0.0,0.26,1.38,0.0,8.33,2.24,0.68,2.91,0.79,0.15,50.0,1.47,27.0,1.21,23.0,1.03,9.0,0.4,83.0,3.72,2.06,99.0,4.43,47.0,2.1,47.47,0.0,0.0,0.0,0.0,0.0,82.14,54.0,0.35,0.54,12.0,4.0,0.0,0.03,0.04,1.0,0.26,0.4,9.0,0.0,0.0,0.0,0.0,4.0,3.0,0.09,0.13,0.0,0.0,0.0,0.31,0.21,7.0,0.0,12.0,14.0,0.41,0.63,0.72,0.47,16.0,5.0,0.22,9.9,6.5,221.0,90.0,4.03,2.65,40.72,42.0,1.88,18.07,15.0,0.44,0.67,0.0
598,Sean Longstaff,26,30/10/1997,Premier League,2022/2023,Midfielder,Newcastle United,England,6.82,2517,1218,1299,33,16,17,1,0,1,4,2,2,0,0,14,9,5,17,6,11,2,0,0.18,0.14,0.04,0.0,0.07,2517,0.61,148,76,1259,629,0.07,6.82,0.12,39.62,33.58,1108.0,27.79,917.0,32.79,0.7,23.0,0.91,1.61,1.36,45.0,0.85,0.0,0.48,0.18,0.0,18.0,0.64,0.33,0.73,0.21,0.73,18.0,0.55,7.0,0.25,11.0,0.39,16.0,0.57,30.0,1.07,0.82,24.0,0.86,6.0,0.21,25.0,0.0,0.0,0.0,0.0,0.0,82.76,38.89,0.97,1.14,32.0,0.0,0.0,0.24,0.29,8.0,0.61,0.72,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.04,0.0,0.0,0.0,0.18,0.15,5.0,0.0,5.56,39.0,1.18,1.39,1.04,0.88,29.0,24.0,0.86,8.65,7.33,242.0,114.0,4.08,3.45,47.11,28.0,1.0,26.67,8.0,0.24,0.29,0.0
611,Solly March,29,20/07/1994,Premier League,2022/2023,Midfielder,Brighton & Hove Albion,England,7.1,2727,1310,1417,33,17,16,6,3,3,7,2,5,0,0,11,9,2,39,15,24,2,0,0.43,0.23,0.2,0.21,0.19,455,1.29,70,83,1364,390,0.07,7.1,0.21,36.05,32.39,1069.0,25.45,840.0,28.33,1.94,64.0,4.48,1.62,1.45,48.0,0.94,0.0,0.64,1.61,0.0,8.17,1.65,0.52,2.67,0.97,0.88,49.0,1.48,32.0,1.08,17.0,0.57,21.0,0.71,148.0,4.99,2.16,88.0,2.97,53.0,1.79,60.23,0.0,0.0,0.0,0.0,0.0,78.58,65.31,0.52,0.57,17.0,0.0,0.0,0.09,0.1,3.0,0.85,0.94,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.36,12.0,0.0,12.24,39.0,1.18,1.32,1.48,1.33,44.0,29.0,0.98,11.2,10.06,332.0,168.0,5.67,5.09,50.6,31.0,1.05,23.65,35.0,1.06,1.18,0.0
620,Sven Botman,24,12/01/2000,Premier League,2022/2023,Defender,Newcastle United,Netherlands,6.84,3128,1508,1620,36,18,18,0,0,0,0,0,0,0,0,14,9,5,30,13,17,2,0,0.0,0.0,0.0,0.0,0.0,0,0.86,104,87,1564,0,0.06,6.84,0.0,49.32,47.61,1714.0,41.36,1489.0,42.84,0.25,9.0,0.03,1.12,1.08,39.0,0.06,0.0,0.97,0.03,0.0,0.0,0.46,0.25,0.03,0.19,2.06,16.0,0.44,7.0,0.2,9.0,0.26,35.0,1.01,1.0,0.03,0.26,1.0,0.03,1.0,0.03,100.0,0.0,0.0,0.0,0.0,0.0,86.87,43.75,0.17,0.17,6.0,0.0,0.0,0.64,0.66,23.0,3.36,3.48,121.0,1.0,0.03,0.03,0.0,0.0,1.0,0.03,0.03,0.0,0.0,0.0,0.06,0.06,2.0,0.0,0.0,12.0,0.33,0.35,0.43,0.42,15.0,74.0,2.13,5.47,5.28,190.0,124.0,3.57,3.44,65.26,2.0,0.06,100.0,1.0,0.03,0.03,0.0
628,Thiago Silva,39,22/09/1984,Premier League,2022/2023,Defender,Chelsea,Brazil,7.31,2352,1080,1272,27,12,15,0,0,0,2,1,1,0,0,6,3,3,29,10,19,2,0,0.08,0.08,0.0,0.0,0.0,0,1.11,81,87,1176,1176,0.08,7.31,0.07,75.57,73.15,1975.0,66.67,1800.0,68.88,0.19,5.0,0.07,1.49,1.44,39.0,0.04,0.0,1.3,0.11,0.0,0.0,0.38,0.3,0.11,0.07,2.3,10.0,0.37,2.0,0.08,8.0,0.31,35.0,1.34,2.0,0.08,0.19,3.0,0.11,3.0,0.11,100.0,0.0,0.0,0.0,0.0,0.0,91.14,20.0,0.3,0.31,8.0,0.0,0.0,1.07,1.11,29.0,3.96,4.09,107.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.48,0.5,0.38,0.37,10.0,62.0,2.37,6.01,5.81,157.0,116.0,4.44,4.3,73.89,1.0,0.04,0.0,0.0,0.0,0.0,0.0
629,Thilo Kehrer,27,21/09/1996,Premier League,2022/2023,Defender,West Ham United,Germany,6.78,2230,1187,1043,27,14,13,0,0,0,2,2,0,0,0,6,4,2,33,14,19,4,0,0.08,0.08,0.0,0.0,0.0,0,1.33,68,83,558,1115,0.16,6.78,0.07,39.35,36.11,975.0,30.74,830.0,33.5,0.3,8.0,0.85,1.61,1.48,40.0,0.22,0.0,1.3,0.3,0.0,0.0,0.2,0.15,0.41,0.04,1.3,5.0,0.19,1.0,0.04,4.0,0.16,35.0,1.41,23.0,0.93,0.32,11.0,0.44,8.0,0.32,72.73,0.0,0.0,0.0,0.0,0.0,85.13,20.0,0.63,0.69,17.0,0.0,0.0,0.22,0.24,6.0,2.7,2.95,73.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.44,0.48,1.29,1.19,32.0,35.0,1.41,7.47,6.85,185.0,95.0,3.83,3.52,51.35,6.0,0.24,17.39,4.0,0.15,0.16,0.0
631,Thomas Partey,30,13/06/1993,Premier League,2022/2023,Midfielder,Arsenal,Ghana,7.15,2485,1201,1284,33,16,17,3,3,0,0,0,0,0,0,14,4,10,26,16,10,5,0,0.11,0.0,0.11,0.22,0.0,828,0.94,96,75,497,0,0.18,7.15,0.0,69.9,58.48,1930.0,51.45,1698.0,61.5,0.79,26.0,0.27,2.5,2.09,69.0,0.64,0.0,0.82,0.94,0.0,6.0,0.65,0.42,1.15,0.12,1.12,18.0,0.55,4.0,0.14,14.0,0.51,27.0,0.98,9.0,0.33,0.94,38.0,1.38,31.0,1.12,81.58,0.0,0.0,0.0,0.0,0.0,87.98,22.22,0.82,0.98,27.0,0.0,0.0,0.15,0.18,5.0,1.18,1.41,39.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,22.0,0.67,0.8,1.34,1.12,37.0,37.0,1.34,9.92,8.3,274.0,159.0,5.76,4.82,58.03,21.0,0.76,22.22,2.0,0.06,0.07,0.0
634,Tim Ream,36,05/10/1987,Premier League,2022/2023,Defender,Fulham,USA,6.91,2900,1462,1438,33,17,16,1,0,1,0,0,0,0,0,8,3,5,40,22,18,2,0,0.03,0.0,0.03,0.0,0.06,2900,1.24,73,88,1450,0,0.06,6.91,0.0,56.82,55.44,1774.0,48.38,1548.0,49.58,0.06,2.0,0.12,1.02,1.0,32.0,0.16,0.0,1.28,0.28,0.0,3.0,0.1,0.03,0.34,0.06,1.28,3.0,0.09,2.0,0.06,1.0,0.03,41.0,1.31,4.0,0.13,0.06,11.0,0.35,9.0,0.29,81.82,0.0,0.0,0.0,0.0,0.0,87.26,66.67,0.47,0.48,15.0,0.0,0.0,0.75,0.77,24.0,3.31,3.4,106.0,1.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,1.0,0.0,33.33,6.0,0.19,0.19,0.54,0.53,17.0,41.0,1.31,4.96,4.84,155.0,88.0,2.82,2.75,56.77,5.0,0.16,0.0,0.0,0.0,0.0,0.0
635,Timothy Castagne,28,05/12/1995,Premier League,2022/2023,Defender,Leicester City,Belgium,6.76,3256,1615,1641,37,18,19,2,2,0,3,0,3,0,0,7,3,4,61,26,35,3,0,0.14,0.08,0.06,0.11,0.0,1628,1.69,53,88,1085,1085,0.08,6.76,0.08,41.02,40.08,1443.0,32.39,1166.0,33.15,0.61,22.0,1.61,2.22,2.17,78.0,0.47,0.0,1.14,0.25,0.0,6.5,0.37,0.19,0.61,0.17,1.44,13.0,0.36,6.0,0.17,7.0,0.2,41.0,1.17,58.0,1.65,0.63,22.0,0.63,9.0,0.26,40.91,0.0,0.0,0.0,0.0,0.0,80.8,46.15,0.92,0.94,33.0,0.0,0.0,0.33,0.34,12.0,2.61,2.67,94.0,2.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,5.0,0.0,15.38,15.0,0.42,0.43,0.71,0.69,25.0,52.0,1.48,8.58,8.39,302.0,154.0,4.38,4.28,50.99,17.0,0.48,25.86,15.0,0.42,0.43,0.0
640,Tomáš Souček,29,27/02/1995,Premier League,2022/2023,Midfielder,West Ham United,Czech Republic,6.74,2819,1452,1367,36,19,17,2,1,1,3,1,2,0,0,9,6,3,42,18,24,3,0,0.16,0.1,0.06,0.06,0.07,1410,1.34,67,78,940,940,0.1,6.74,0.08,30.0,25.56,920.0,18.39,662.0,21.59,0.39,14.0,0.56,2.41,2.06,74.0,0.44,0.0,1.58,0.08,0.0,13.5,0.88,0.42,0.42,0.33,2.86,27.0,0.75,12.0,0.39,15.0,0.49,57.0,1.86,20.0,0.65,0.46,15.0,0.49,3.0,0.1,20.0,0.0,0.0,0.0,0.0,0.0,71.96,44.44,0.75,0.88,27.0,0.0,0.0,0.44,0.52,16.0,1.75,2.05,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.03,0.0,0.0,0.0,0.07,0.06,2.0,0.0,7.41,16.0,0.44,0.52,1.57,1.33,48.0,103.0,3.36,12.33,10.5,378.0,196.0,6.39,5.44,51.85,16.0,0.52,30.0,6.0,0.17,0.2,0.0
641,Tosin Adarabioyo,26,24/09/1997,Premier League,2022/2023,Defender,Fulham,England,6.56,2083,990,1093,24,11,13,1,0,1,0,0,0,0,0,3,0,3,37,22,15,4,0,0.04,0.0,0.04,0.0,0.08,2083,1.6,56,87,521,0,0.17,6.56,0.0,52.83,48.75,1170.0,40.25,966.0,43.62,0.17,4.0,0.08,1.35,1.25,30.0,0.17,0.0,0.88,0.17,0.0,10.0,0.45,0.29,0.25,0.12,2.04,10.0,0.42,3.0,0.14,7.0,0.32,21.0,0.95,2.0,0.09,0.18,6.0,0.27,4.0,0.18,66.67,0.0,0.0,0.0,0.0,0.0,82.56,30.0,0.25,0.27,6.0,0.0,0.0,0.58,0.63,14.0,5.04,5.46,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,3.0,0.0,10.0,5.0,0.21,0.23,0.68,0.62,15.0,49.0,2.21,6.23,5.75,138.0,88.0,3.97,3.67,63.77,4.0,0.18,50.0,1.0,0.04,0.05,0.0
643,Trent Alexander-Arnold,25,07/10/1998,Premier League,2022/2023,Defender,Liverpool,England,7.21,2931,1503,1428,37,19,18,2,1,1,9,3,6,0,0,13,9,4,43,15,28,5,0,0.34,0.28,0.06,0.06,0.06,1466,1.32,68,79,586,326,0.15,7.21,0.24,70.01,61.62,2280.0,48.54,1796.0,55.15,1.95,72.0,6.86,1.69,1.49,55.0,0.57,0.0,1.08,0.68,0.0,12.5,0.77,0.46,1.03,0.22,0.51,25.0,0.68,8.0,0.25,17.0,0.52,40.0,1.23,254.0,7.8,2.21,38.0,1.17,25.0,0.77,65.79,0.0,0.0,0.0,0.0,0.0,78.77,32.0,0.86,0.98,32.0,0.0,0.0,0.19,0.21,7.0,0.97,1.11,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.03,0.0,0.0,0.0,0.12,0.11,4.0,0.0,8.0,5.0,0.14,0.15,0.68,0.59,22.0,19.0,0.58,6.26,5.51,204.0,104.0,3.19,2.81,50.98,21.0,0.64,31.89,81.0,2.19,2.49,0.0
646,Tyler Adams,25,14/02/1999,Premier League,2022/2023,Midfielder,Leeds United,USA,7.03,2157,990,1167,24,11,13,0,0,0,0,0,0,0,0,5,4,1,35,12,23,6,1,0.0,0.0,0.0,0.0,0.0,0,1.46,62,90,360,0,0.25,7.03,0.0,54.73,54.65,1257.0,44.78,1030.0,44.85,1.04,24.0,0.09,3.74,3.74,86.0,0.65,0.0,1.26,0.3,0.0,0.0,0.04,0.04,0.83,0.0,1.0,1.0,0.04,0.0,0.0,1.0,0.04,29.0,1.26,2.0,0.09,1.04,19.0,0.83,7.0,0.3,36.84,0.0,0.0,0.0,0.0,0.0,81.94,0.0,1.04,1.04,24.0,0.0,0.0,0.35,0.35,8.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,21.0,0.91,0.91,1.61,1.61,37.0,23.0,1.0,10.28,10.26,236.0,136.0,5.92,5.91,57.63,15.0,0.65,0.0,0.0,0.0,0.0,0.0
649,Tyrick Mitchell,24,01/09/1999,Premier League,2022/2023,Defender,Crystal Palace,England,6.62,2896,1419,1477,36,18,18,0,0,0,2,2,0,0,0,8,5,3,36,15,21,6,1,0.06,0.06,0.0,0.0,0.0,0,1.12,80,80,414,1448,0.22,6.62,0.06,36.42,32.32,1099.0,23.0,782.0,25.91,0.38,13.0,1.82,2.09,1.85,63.0,0.44,0.0,0.94,0.38,0.0,0.0,0.07,0.03,0.59,0.03,0.62,2.0,0.06,1.0,0.03,1.0,0.03,32.0,1.06,62.0,2.05,0.43,20.0,0.66,13.0,0.43,65.0,0.0,0.0,0.0,0.0,0.0,71.16,50.0,0.59,0.66,20.0,0.0,0.0,0.26,0.3,9.0,1.71,1.92,58.0,1.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,2.0,0.0,0.0,9.0,0.26,0.3,1.03,0.91,31.0,21.0,0.7,6.79,6.03,205.0,106.0,3.51,3.12,51.71,15.0,0.5,17.74,11.0,0.32,0.36,0.0
650,Tyrone Mings,31,13/03/1993,Premier League,2022/2023,Defender,Aston Villa,England,6.95,3150,1620,1530,35,18,17,1,1,0,2,2,0,0,0,12,7,5,37,17,20,7,0,0.09,0.06,0.03,0.06,0.0,3150,1.06,85,90,450,1575,0.2,6.95,0.06,52.17,52.17,1826.0,44.43,1555.0,44.43,0.14,5.0,0.09,0.43,0.43,15.0,0.17,0.0,1.46,0.14,0.0,4.0,0.11,0.06,0.26,0.06,1.71,4.0,0.11,2.0,0.06,2.0,0.06,51.0,1.46,3.0,0.09,0.14,9.0,0.26,5.0,0.14,55.56,0.0,0.0,0.0,0.0,0.0,85.16,50.0,0.23,0.23,8.0,0.0,0.0,0.6,0.6,21.0,4.46,4.46,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,3.0,1.0,25.0,22.0,0.63,0.63,0.49,0.49,17.0,60.0,1.71,4.6,4.6,161.0,102.0,2.91,2.91,63.35,6.0,0.17,33.33,1.0,0.03,0.03,0.0
652,Vicente Guaita,37,10/01/1987,Premier League,2022/2023,Goalkeeper,Crystal Palace,Spain,6.99,2430,1350,1080,27,15,12,0,0,0,0,0,0,0,0,6,3,3,32,18,14,1,0,0.0,0.0,0.0,0.0,0.0,0,1.19,76,90,2430,0,0.04,6.99,0.0,25.77,25.77,670.0,17.12,445.0,17.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,3.19,116.0,4.46,71.55,66.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.65,0.65,0.0,0.0,0.0,0.0,0.0,3.0,0.12,0.12,0.04,0.04,1.0,11.0,0.42,0.62,0.62,16.0,15.0,0.58,0.58,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,Virgil van Dijk,32,08/07/1991,Premier League,2022/2023,Defender,Liverpool,Netherlands,7.09,2836,1530,1306,32,17,15,3,2,1,1,1,0,0,0,11,7,4,35,16,19,3,0,0.13,0.03,0.1,0.12,0.07,945,1.11,81,89,945,2836,0.1,7.09,0.03,81.05,79.81,2554.0,72.16,2309.0,73.28,0.22,7.0,0.03,0.83,0.81,26.0,0.0,0.0,0.84,0.03,0.0,7.67,0.73,0.41,0.03,0.31,2.97,23.0,0.72,10.0,0.32,13.0,0.41,27.0,0.86,1.0,0.03,0.22,1.0,0.03,1.0,0.03,100.0,0.0,0.0,0.0,0.0,0.0,90.41,43.48,0.31,0.32,10.0,0.0,0.0,0.5,0.51,16.0,4.28,4.35,137.0,1.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,3.0,0.0,13.04,3.0,0.09,0.1,0.35,0.34,11.0,95.0,3.01,5.68,5.59,179.0,125.0,3.97,3.91,69.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,Vitalii Mykolenko,24,29/05/1999,Premier League,2022/2023,Defender,Everton,Ukraine,6.57,2654,1363,1291,34,17,17,0,0,0,0,0,0,0,0,8,6,2,45,22,23,4,0,0.0,0.0,0.0,0.0,0.0,0,1.53,59,78,664,0,0.14,6.57,0.0,33.49,28.91,954.0,22.0,726.0,25.48,0.55,18.0,1.7,1.97,1.7,56.0,0.27,0.0,1.39,0.3,0.0,0.0,0.25,0.12,0.73,0.09,0.7,7.0,0.21,3.0,0.11,4.0,0.14,46.0,1.61,56.0,1.97,0.63,24.0,0.84,10.0,0.35,41.67,0.0,0.0,0.0,0.0,0.0,76.1,42.86,0.7,0.81,23.0,0.0,0.0,0.48,0.56,16.0,2.52,2.91,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.64,0.74,0.95,0.82,27.0,23.0,0.81,7.51,6.48,214.0,109.0,3.83,3.3,50.93,9.0,0.32,25.0,14.0,0.42,0.49,0.0
658,Vitaly Janelt,25,10/05/1998,Premier League,2022/2023,Midfielder,Brentford,Germany,6.91,2209,1109,1100,35,18,17,3,3,0,1,0,1,0,0,12,7,5,25,9,16,3,0,0.16,0.04,0.12,0.24,0.0,736,1.02,88,63,736,2209,0.12,6.91,0.03,39.18,27.91,949.0,22.62,769.0,31.75,0.44,15.0,0.65,2.23,1.59,54.0,0.32,0.0,0.82,0.21,0.0,3.67,0.45,0.18,0.59,0.15,0.88,11.0,0.32,5.0,0.21,6.0,0.25,28.0,1.16,22.0,0.91,0.62,20.0,0.83,7.0,0.29,35.0,0.0,0.0,0.0,0.0,0.0,81.03,45.45,0.68,0.95,23.0,0.0,0.0,0.26,0.37,9.0,0.65,0.91,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,2.0,0.0,27.27,21.0,0.62,0.87,0.91,0.65,22.0,30.0,1.24,8.26,5.88,200.0,112.0,4.62,3.29,56.0,11.0,0.45,31.82,7.0,0.21,0.29,0.0
659,Vladimír Coufal,31,22/08/1992,Premier League,2022/2023,Defender,West Ham United,Czech Republic,6.66,2140,870,1270,27,12,15,0,0,0,1,0,1,0,0,6,3,3,34,14,20,5,0,0.04,0.04,0.0,0.0,0.0,0,1.43,63,79,428,2140,0.21,6.66,0.04,33.27,29.3,791.0,19.52,527.0,22.16,1.0,27.0,4.19,2.27,2.0,54.0,0.74,0.0,1.3,0.11,0.0,0.0,0.17,0.11,0.3,0.04,1.48,4.0,0.15,1.0,0.04,3.0,0.13,35.0,1.47,113.0,4.75,1.14,8.0,0.34,3.0,0.13,37.5,0.0,0.0,0.0,0.0,0.0,66.62,25.0,0.48,0.55,13.0,0.0,0.0,0.22,0.25,6.0,2.22,2.52,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,19.0,0.7,0.8,1.18,1.04,28.0,40.0,1.68,8.5,7.48,202.0,116.0,4.88,4.3,57.43,20.0,0.84,17.7,20.0,0.74,0.84,0.0
