,Nombre,Edad,Fecha de nacimiento,Liga,Temporada,Posicion,Club,Nacionalidad,Calificacion,Minutos jugados totales,Minutos jugados local,Minutos jugados visita,Apariciones totales,Apariciones local,Apariciones visita,Goles totales,Goles local,Goles visita,Asistencias totales,Asistencias local,Asistencias visita,Goles penal,Penales errados,Partidos sin gol recibido totales,Partidos sin gol recibido local,Partidos sin gol recibido visita,Goles permitidos totales,Goles permitidos local,Goles permitidos visita,Tarjetas amarillas totales,Tarjetas rojas totales,Participacion en goles x cada 90 min totales,Asistencias x cada 90 min totales,Goles x cada 90 min totales,Goles x cada 90 min local,Goles x cada 90 min visita,Minutos x gol totales,Goles permitidos x cada 90 min totales,Minutos x goles permitidos totales,Minutos x partido,Minutos x tarjeta totales,Minutos x asistencia totales,Tarjetas x cada 90 min totales,Calificacion,Asistencias x partido totales,Pases x cada 90 minutos totales,Pases x juego totales,Pases totales,Pases completos x partidos totales,Pases completos totales,Pases completos x cada 90 min,Pases clave x partido totales,Pases clave totales,Centros x partido totales,Entradas x cada 90 min totales,Entradas x partido totales,Entradas totales,Balones perdidos x partido totales,Atajadas x partido totales,Intercepciones x partido totales,Regates existosos x partido totales,Tiros recibidos x partido totales,Tiros x goles anotados totales,Tiros x cada 90 min totales,Tiros desviados x partido totales,Regates x partido totales,Tiros puerta x partido totales,Duelos aereos ganados x partidos totales,Tiros totales,Tiros x partido totales,Tiros a puerta totales,Tiros puerta x cada 90 min totales,Tiros desviados totales,Tiros desviados x cada 90 min totales,Intercepciones totales,Intercepciones x cada 90 min totales,Centros totales,Centros x cada 90 min totales,Pases clave x cada 90 min totales,Regates totales,Regates x cada 90 min totales,Regates existosos totales,Regates existosos x cada 90 min totales,Porcentaje regates existosos totales,Atajadas totales,Atajadas x cada 90 min totales,Tiros recibidos totales,Tiros recibidos x cada 90 min totales,Porcentaje atajadas totales,Porcentaje pases completos totales,Porcentaje tiros precisos totales,Duelos regate perdidos x cada partido totales,Duelos regate perdidos x cada 90 min totales,Duelos regate perdidos totales,Penales anotados totales,Penales errados totales,Bloqueos x partido totales,Bloqueos x cada 90 min totales,Bloqueos totales,Despejes x partido totales,Despejes x cada 90 min totales,Despejes totales,Penales cometidos totales,Penales cometidos x cada 90 min totales,Penales cometidos x partido totales,Penales atajados totales,Penales ejecutados totales,Tiros a poste totales,Tiros a poste x partido totales,Tiros a poste x cada 90 min totales,Punetazos totales,Punetazos x partido totales,Punetazos x cada 90 min totales,Offsides x cada 90 min totales,Offsides x partido totales,Offsides totales,Penales generados totales,Tasa tiros/goles totales,Faltas recibidas totales,Faltas recibidas x partido totales,Faltas recibidas x cada 90 min totales,Faltas cometidas x cada 90 min totales,Faltas cometidas x partido totales,Faltas cometidas totales,Duelos aereos ganados totales,Duelos aereos ganados x cada 90 min totales,Duelos x cada 90 min totales,Duelos x partido totales,Duelos totales,Duelos ganados totales,Duelos ganados x cada 90 min totales,Duelos ganados x partido totales,Porcentaje duelos ganados totales,Balones perdidos totales,Balones perdidos x cada 90 min totales,Porcentaje centros precisos totales,Centros precisos totales,Centros precisos x partido totales,Centros precisos x cada 90 min totales,Hattricks totales
83,Carlos Gonzalez Espínola,31,04/02/1993,Liga MX,2022/2023,Forward,Tijuana,Paraguay,7.25,2177,1109,1068,27,14,13,11,8,3,2,1,1,1,0,3,2,1,37,15,22,2,1,0.54,0.08,0.45,0.65,0.25,198,1.53,59,81,726,1089,0.12,7.25,0.07,24.15,21.54,560.0,13.58,353.0,15.22,1.08,28.0,0.15,0.43,0.38,10.0,1.23,0.0,0.15,0.73,0.0,5.09,2.41,0.96,1.81,1.19,4.92,56.0,2.15,31.0,1.34,25.0,1.08,4.0,0.17,4.0,0.17,1.21,47.0,2.03,19.0,0.82,40.43,0.0,0.0,0.0,0.0,0.0,63.04,55.36,0.08,0.09,2.0,1.0,0.0,0.12,0.13,3.0,0.58,0.65,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.23,6.0,0.0,19.64,34.0,1.31,1.47,0.82,0.73,19.0,128.0,5.52,16.21,14.46,376.0,190.0,8.19,7.31,50.53,32.0,1.38,50.0,2.0,0.08,0.09,0.0
101,Pablo González Díaz,31,07/07/1992,Liga MX,2022/2023,Midfielder,Puebla,Mexico,6.97,2059,1055,1004,27,14,13,2,2,0,0,0,0,0,0,3,2,1,37,23,14,3,0,0.09,0.0,0.09,0.17,0.0,1030,1.62,56,76,686,0,0.13,6.97,0.0,44.27,37.15,966.0,32.12,835.0,38.26,0.5,13.0,0.23,2.34,1.96,51.0,0.31,0.0,1.62,0.19,0.0,7.5,0.69,0.42,0.23,0.15,0.69,15.0,0.58,4.0,0.18,11.0,0.5,42.0,1.92,6.0,0.27,0.6,6.0,0.27,5.0,0.23,83.33,0.0,0.0,0.0,0.0,0.0,86.44,26.67,0.69,0.82,18.0,0.0,0.0,0.62,0.73,16.0,1.46,1.74,38.0,1.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,8.0,0.31,0.37,1.28,1.08,28.0,18.0,0.82,7.01,5.88,153.0,82.0,3.76,3.15,53.59,8.0,0.37,0.0,0.0,0.0,0.0,0.0
116,Gastón Alexis Silva Perdomo,30,05/03/1994,Liga MX,2022/2023,Defender,Puebla,Uruguay,6.88,2523,1263,1260,29,15,14,1,0,1,0,0,0,0,0,3,2,1,44,24,20,6,0,0.04,0.0,0.04,0.0,0.07,2523,1.57,57,87,421,0,0.21,6.88,0.0,50.23,48.5,1358.0,40.89,1145.0,42.36,0.18,5.0,0.29,1.96,1.89,53.0,0.18,0.0,0.75,0.07,0.0,10.0,0.37,0.18,0.14,0.18,1.32,10.0,0.36,5.0,0.18,5.0,0.18,21.0,0.78,8.0,0.3,0.18,4.0,0.15,2.0,0.07,50.0,0.0,0.0,0.0,0.0,0.0,84.32,50.0,1.04,1.07,29.0,0.0,0.0,0.79,0.81,22.0,4.11,4.25,115.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.0,0.0,10.0,5.0,0.18,0.18,0.59,0.57,16.0,37.0,1.37,7.14,6.89,193.0,97.0,3.59,3.46,50.26,5.0,0.18,50.0,4.0,0.14,0.15,0.0
117,Igor Lichnovsky Osorio,30,07/03/1994,Liga MX,2022/2023,Defender,America,Chile,7.12,2016,996,1020,25,13,12,2,0,2,1,1,0,0,0,15,9,6,16,8,8,10,0,0.13,0.04,0.09,0.0,0.18,1008,0.71,126,81,202,2016,0.45,7.12,0.04,49.5,44.52,1024.0,40.52,932.0,45.05,0.22,5.0,0.04,0.87,0.78,18.0,0.09,0.0,1.57,0.17,0.0,5.0,0.48,0.22,0.17,0.22,2.39,10.0,0.43,5.0,0.24,5.0,0.24,36.0,1.74,1.0,0.05,0.24,4.0,0.19,4.0,0.19,100.0,0.0,0.0,0.0,0.0,0.0,91.02,50.0,0.17,0.19,4.0,0.0,0.0,0.48,0.53,11.0,3.52,3.92,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,1.0,0.0,20.0,8.0,0.35,0.39,0.77,0.7,16.0,55.0,2.66,6.67,6.0,138.0,84.0,4.06,3.65,60.87,2.0,0.1,100.0,1.0,0.04,0.05,0.0
121,Jesús Iván Rodríguez Trujillo,30,21/05/1993,Liga MX,2022/2023,Goalkeeper,Puebla,Mexico,7.11,2610,1350,1260,29,15,14,0,0,0,0,0,0,0,0,3,2,1,46,26,20,4,0,0.0,0.0,0.0,0.0,0.0,0,1.59,57,90,653,0,0.14,7.11,0.0,33.04,33.04,925.0,25.61,717.0,25.61,0.04,1.0,0.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,6.04,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,114.0,4.07,169.0,6.04,67.46,77.51,0.0,0.14,0.14,4.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,18.0,2.0,0.07,0.07,1.0,0.0,0.0,0.0,0.0,9.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,4.0,0.14,0.14,0.07,0.07,2.0,6.0,0.21,0.71,0.71,20.0,12.0,0.43,0.43,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,José Javier Abella Fanjul,30,10/02/1994,Liga MX,2022/2023,Defender,Juarez,Mexico,6.85,2376,1036,1340,27,12,15,0,0,0,0,0,0,0,0,6,5,1,38,14,24,4,0,0.0,0.0,0.0,0.0,0.0,0,1.44,63,88,594,0,0.15,6.85,0.0,38.26,37.41,1010.0,28.93,781.0,29.58,0.67,18.0,2.48,2.12,2.07,56.0,0.26,0.0,1.07,0.15,0.0,0.0,0.42,0.19,0.44,0.22,1.07,11.0,0.41,6.0,0.23,5.0,0.19,29.0,1.1,67.0,2.54,0.68,12.0,0.45,4.0,0.15,33.33,0.0,0.0,0.0,0.0,0.0,77.33,54.55,1.37,1.4,37.0,0.0,0.0,0.15,0.15,4.0,2.44,2.5,66.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.67,0.68,0.8,0.78,21.0,29.0,1.1,7.77,7.59,205.0,107.0,4.05,3.96,52.2,7.0,0.27,25.37,17.0,0.63,0.64,0.0
125,Kevin Rafael Escamilla Moreno,30,21/02/1994,Liga MX,2022/2023,Midfielder,Queretaro,Mexico,6.77,2143,1049,1094,25,12,13,2,1,1,0,0,0,0,0,5,2,3,32,13,19,6,0,0.08,0.0,0.08,0.09,0.08,1072,1.34,67,86,357,0,0.25,6.77,0.0,27.05,25.76,644.0,20.6,515.0,21.63,0.2,5.0,0.12,1.81,1.72,43.0,0.36,0.0,0.8,0.08,0.0,9.5,0.8,0.52,0.32,0.24,0.84,19.0,0.76,6.0,0.25,13.0,0.55,20.0,0.84,3.0,0.13,0.21,8.0,0.34,2.0,0.08,25.0,0.0,0.0,0.0,0.0,0.0,79.97,31.58,0.96,1.01,24.0,0.0,0.0,0.4,0.42,10.0,1.72,1.81,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,11.0,0.44,0.46,1.34,1.28,32.0,21.0,0.88,7.35,7.0,175.0,77.0,3.23,3.08,44.0,9.0,0.38,0.0,0.0,0.0,0.0,0.0
126,Lisandro Magallán,30,27/09/1993,Liga MX,2022/2023,Defender,Pumas UNAM,Argentina,6.91,2456,1286,1170,28,15,13,1,1,0,0,0,0,0,0,9,7,2,27,7,20,10,1,0.04,0.0,0.04,0.07,0.0,2456,0.99,91,88,223,0,0.4,6.91,0.0,48.44,47.21,1322.0,39.07,1094.0,40.09,0.07,2.0,0.07,1.72,1.68,47.0,0.04,0.0,1.11,0.04,0.0,14.0,0.51,0.36,0.04,0.14,2.5,14.0,0.5,4.0,0.15,10.0,0.37,31.0,1.14,2.0,0.07,0.07,1.0,0.04,1.0,0.04,100.0,0.0,0.0,0.0,0.0,0.0,82.75,28.57,0.29,0.29,8.0,0.0,0.0,0.57,0.59,16.0,3.86,3.96,108.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.0,0.0,7.14,11.0,0.39,0.4,1.72,1.68,47.0,70.0,2.57,8.17,7.96,223.0,128.0,4.69,4.57,57.4,1.0,0.04,0.0,0.0,0.0,0.0,0.0
134,Unai Bilbao Arteta,30,04/02/1994,Liga MX,2022/2023,Defender,Atletico San Luis,Spain,7.2,2252,1133,1119,27,14,13,5,3,2,1,1,0,3,1,7,5,2,36,17,19,3,0,0.24,0.04,0.2,0.24,0.16,450,1.44,63,83,751,2252,0.12,7.2,0.04,56.59,52.44,1416.0,46.85,1265.0,50.56,0.22,6.0,0.04,0.68,0.63,17.0,0.04,0.0,0.59,0.11,0.0,3.8,0.76,0.41,0.19,0.3,2.19,19.0,0.7,8.0,0.32,11.0,0.44,16.0,0.64,1.0,0.04,0.24,5.0,0.2,3.0,0.12,60.0,0.0,0.0,0.0,0.0,0.0,89.34,42.11,0.3,0.32,8.0,3.0,1.0,1.22,1.32,33.0,5.52,5.95,149.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.0,0.0,26.32,11.0,0.41,0.44,0.52,0.48,13.0,59.0,2.36,5.95,5.52,149.0,89.0,3.56,3.3,59.73,1.0,0.04,100.0,1.0,0.04,0.04,0.0
135,Valber Roberto Huerta Jeréz,30,26/08/1993,Liga MX,2022/2023,Defender,Toluca,Chile,7.07,2008,900,1108,23,10,13,0,0,0,1,1,0,0,0,5,2,3,29,10,19,3,0,0.04,0.04,0.0,0.0,0.0,0,1.3,69,87,669,2008,0.13,7.07,0.04,69.43,67.35,1549.0,60.26,1386.0,62.12,0.22,5.0,0.13,1.21,1.17,27.0,0.0,0.0,1.09,0.13,0.0,0.0,0.54,0.43,0.13,0.09,1.61,12.0,0.52,2.0,0.09,10.0,0.45,25.0,1.12,3.0,0.13,0.22,3.0,0.13,3.0,0.13,100.0,0.0,0.0,0.0,0.0,0.0,89.48,16.67,0.39,0.4,9.0,0.0,0.0,0.52,0.54,12.0,3.04,3.14,70.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.35,0.36,0.4,0.39,9.0,37.0,1.66,5.29,5.13,118.0,74.0,3.32,3.22,62.71,0.0,0.0,33.33,1.0,0.04,0.04,0.0
144,Fernando Gorriarán Fontes,29,27/11/1994,Liga MX,2022/2023,Midfielder,Tigres UANL,Uruguay,6.97,2414,1180,1234,33,16,17,0,0,0,4,1,3,0,0,11,7,4,24,10,14,3,0,0.15,0.15,0.0,0.0,0.0,0,0.89,101,73,805,604,0.11,6.97,0.12,47.34,38.36,1266.0,32.3,1066.0,39.86,1.39,46.0,3.03,1.53,1.24,41.0,0.91,0.0,0.24,0.48,0.0,0.0,0.97,0.52,1.12,0.27,0.61,26.0,0.79,9.0,0.34,17.0,0.64,8.0,0.3,100.0,3.74,1.72,37.0,1.38,16.0,0.6,43.24,0.0,0.0,0.0,0.0,0.0,84.2,34.62,0.7,0.86,23.0,0.0,0.0,0.15,0.19,5.0,0.55,0.67,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.04,0.0,0.0,0.0,0.11,0.09,3.0,1.0,0.0,29.0,0.88,1.08,1.42,1.15,38.0,20.0,0.75,8.86,7.18,237.0,106.0,3.96,3.21,44.73,30.0,1.12,23.0,23.0,0.7,0.86,0.0
147,Harold Fabián Preciado Villarreal,29,01/06/1994,Liga MX,2022/2023,Forward,Santos Laguna,Colombia,7.33,2104,1011,1093,25,12,13,16,6,10,3,2,1,5,1,4,2,2,39,14,25,8,0,0.81,0.13,0.68,0.53,0.82,132,1.67,54,84,263,701,0.34,7.33,0.12,21.05,19.68,492.0,14.4,360.0,15.4,1.24,31.0,0.2,0.38,0.36,9.0,1.4,0.0,0.04,0.76,0.0,3.94,2.69,1.16,2.32,1.36,2.2,63.0,2.52,34.0,1.45,29.0,1.24,1.0,0.04,5.0,0.21,1.33,58.0,2.48,19.0,0.81,32.76,0.0,0.0,0.0,0.0,0.0,73.17,53.97,0.12,0.13,3.0,5.0,1.0,0.12,0.13,3.0,0.8,0.86,20.0,0.0,0.0,0.0,0.0,6.0,2.0,0.08,0.09,0.0,0.0,0.0,0.43,0.4,10.0,3.0,25.4,39.0,1.56,1.67,1.11,1.04,26.0,55.0,2.35,12.15,11.36,284.0,121.0,5.18,4.84,42.61,35.0,1.5,20.0,1.0,0.04,0.04,0.0
154,Leonardo Bonatini Lohner Maia,29,28/03/1994,Liga MX,2022/2023,Forward,Atletico San Luis,Brazil,6.74,2021,1124,897,30,15,15,9,7,2,1,1,0,0,0,7,4,3,32,16,16,0,0,0.45,0.04,0.4,0.56,0.2,225,1.43,63,67,0,2021,0.0,6.74,0.03,20.66,15.47,464.0,12.03,361.0,16.08,0.5,15.0,0.07,0.22,0.17,5.0,0.73,0.0,0.13,0.4,0.0,3.33,1.34,0.4,1.1,0.6,0.27,30.0,1.0,18.0,0.8,12.0,0.53,4.0,0.18,2.0,0.09,0.67,33.0,1.47,12.0,0.53,36.36,0.0,0.0,0.0,0.0,0.0,77.8,60.0,0.27,0.36,8.0,0.0,0.0,0.13,0.18,4.0,0.47,0.62,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,0.13,0.0,0.0,0.0,0.31,0.23,7.0,1.0,30.0,25.0,0.83,1.11,0.22,0.17,5.0,8.0,0.36,5.39,4.03,121.0,50.0,2.23,1.67,41.32,22.0,0.98,0.0,0.0,0.0,0.0,0.0
159,Ricardo Chávez Soto,29,19/11/1994,Liga MX,2022/2023,Midfielder,Atletico San Luis,Mexico,7.07,2655,1439,1216,32,17,15,2,2,0,3,2,1,0,0,8,5,3,45,21,24,8,0,0.17,0.1,0.07,0.13,0.0,1328,1.53,59,83,332,885,0.27,7.07,0.09,46.75,43.09,1379.0,36.03,1153.0,39.08,1.03,33.0,2.88,2.0,1.84,59.0,0.81,0.0,0.88,0.62,0.0,11.0,0.75,0.5,1.12,0.19,1.56,22.0,0.69,6.0,0.2,16.0,0.54,28.0,0.95,92.0,3.12,1.12,36.0,1.22,20.0,0.68,55.56,0.0,0.0,0.0,0.0,0.0,83.61,27.27,0.59,0.64,19.0,0.0,0.0,0.38,0.41,12.0,2.25,2.44,72.0,1.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,2.0,0.0,9.09,34.0,1.06,1.15,1.05,0.97,31.0,50.0,1.69,9.83,9.06,290.0,163.0,5.53,5.09,56.21,26.0,0.88,25.0,23.0,0.72,0.78,0.0
160,Rodrigo Dourado Cunha,29,17/06/1994,Liga MX,2022/2023,Midfielder,Atletico San Luis,Brazil,7.06,2759,1422,1337,32,16,16,1,1,0,1,0,1,0,0,8,5,3,45,21,24,7,1,0.07,0.03,0.03,0.06,0.0,2759,1.47,61,86,394,2759,0.23,7.06,0.03,59.37,56.88,1820.0,50.97,1631.0,53.2,0.75,24.0,0.06,2.87,2.75,88.0,0.81,0.0,1.19,0.41,0.0,9.0,0.29,0.12,0.56,0.16,1.06,9.0,0.28,5.0,0.16,4.0,0.13,38.0,1.24,2.0,0.07,0.78,18.0,0.59,13.0,0.42,72.22,0.0,0.0,0.0,0.0,0.0,89.62,55.56,1.19,1.24,38.0,0.0,0.0,0.5,0.52,16.0,1.84,1.92,59.0,1.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,2.0,0.0,11.11,22.0,0.69,0.72,1.24,1.19,38.0,34.0,1.11,9.07,8.69,278.0,156.0,5.09,4.88,56.12,26.0,0.85,0.0,0.0,0.0,0.0,0.0
162,Samir,29,05/12/1994,Liga MX,2022/2023,Defender,Tigres UANL,Brazil,6.9,2063,947,1116,26,13,13,0,0,0,0,0,0,0,0,10,6,4,20,7,13,4,0,0.0,0.0,0.0,0.0,0.0,0,0.87,103,79,516,0,0.17,6.9,0.0,48.95,43.15,1122.0,38.92,1012.0,44.15,0.08,2.0,0.08,1.66,1.46,38.0,0.23,0.0,1.27,0.19,0.0,0.0,0.31,0.15,0.38,0.12,1.38,7.0,0.27,3.0,0.13,4.0,0.17,33.0,1.44,2.0,0.09,0.09,10.0,0.44,5.0,0.22,50.0,0.0,0.0,0.0,0.0,0.0,90.2,42.86,0.42,0.48,11.0,0.0,0.0,0.62,0.7,16.0,2.19,2.49,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,20.0,0.77,0.87,1.22,1.08,28.0,36.0,1.57,7.63,6.73,175.0,99.0,4.32,3.81,56.57,6.0,0.26,50.0,1.0,0.04,0.04,0.0
165,Alexis Francisco Peña López,28,13/01/1996,Liga MX,2022/2023,Defender,Necaxa,Mexico,6.84,2520,1260,1260,28,14,14,2,1,1,0,0,0,0,0,6,4,2,37,14,23,3,0,0.07,0.0,0.07,0.07,0.07,1260,1.32,68,90,840,0,0.11,6.84,0.0,33.18,33.18,929.0,27.36,766.0,27.36,0.07,2.0,0.18,1.07,1.07,30.0,0.07,0.0,1.14,0.04,0.0,4.5,0.32,0.21,0.11,0.11,1.64,9.0,0.32,3.0,0.11,6.0,0.21,32.0,1.14,5.0,0.18,0.07,3.0,0.11,1.0,0.04,33.33,0.0,0.0,0.0,0.0,0.0,82.45,33.33,0.36,0.36,10.0,0.0,0.0,0.54,0.54,15.0,4.57,4.57,128.0,1.0,0.04,0.04,0.0,0.0,2.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,8.0,0.29,0.29,0.57,0.57,16.0,46.0,1.64,5.04,5.04,141.0,85.0,3.04,3.04,60.28,2.0,0.07,20.0,1.0,0.04,0.04,0.0
170,Christian Hernando Rivera Cuéllar,28,14/01/1996,Liga MX,2022/2023,Midfielder,Tijuana,Colombia,7.31,2371,1249,1122,27,14,13,6,2,4,1,1,0,5,0,3,2,1,37,15,22,9,1,0.27,0.04,0.23,0.14,0.32,395,1.4,64,88,237,2371,0.38,7.31,0.04,54.73,53.35,1387.0,46.88,1219.0,48.1,0.77,20.0,0.0,4.58,4.46,116.0,0.77,0.0,1.35,0.65,0.0,3.33,0.79,0.38,0.96,0.38,1.27,20.0,0.77,10.0,0.39,10.0,0.39,35.0,1.38,0.0,0.0,0.79,25.0,0.99,17.0,0.67,68.0,0.0,0.0,0.0,0.0,0.0,87.89,50.0,1.5,1.54,39.0,4.0,0.0,0.38,0.39,10.0,0.88,0.91,23.0,1.0,0.04,0.04,0.0,4.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,1.54,1.58,2.13,2.08,54.0,33.0,1.3,14.32,13.96,363.0,206.0,8.13,7.92,56.75,20.0,0.79,0.0,0.0,0.0,0.0,1.0
177,Guillermo Martínez Ayala,28,15/03/1995,Liga MX,2022/2023,Forward,Pumas UNAM,Mexico,7.38,2444,1301,1143,29,15,14,17,11,6,1,1,0,2,0,7,5,2,41,20,21,8,0,0.66,0.04,0.63,0.76,0.47,144,1.51,60,84,306,2444,0.29,7.38,0.03,19.44,18.21,528.0,12.38,359.0,13.22,0.93,27.0,0.21,0.55,0.52,15.0,1.69,0.0,0.07,0.52,0.0,4.47,2.8,1.31,1.03,1.31,4.24,76.0,2.62,38.0,1.4,38.0,1.4,2.0,0.07,6.0,0.22,0.99,30.0,1.1,15.0,0.55,50.0,0.0,0.0,0.0,0.0,0.0,67.99,50.0,0.24,0.26,7.0,2.0,0.0,0.1,0.11,3.0,0.76,0.81,22.0,0.0,0.0,0.0,0.0,2.0,3.0,0.1,0.11,0.0,0.0,0.0,0.22,0.21,6.0,1.0,22.37,45.0,1.55,1.66,1.84,1.72,50.0,123.0,4.53,14.51,13.59,394.0,197.0,7.25,6.79,50.0,49.0,1.8,0.0,0.0,0.0,0.0,1.0
178,Gustavo Henrique Ferrareis,28,02/01/1996,Liga MX,2022/2023,Midfielder,Puebla,Brazil,6.77,2277,1261,1016,27,15,12,0,0,0,1,0,1,0,0,3,2,1,40,23,17,7,1,0.04,0.04,0.0,0.0,0.0,0,1.58,57,84,285,2277,0.32,6.77,0.04,37.44,35.04,911.0,28.69,746.0,30.66,0.73,19.0,3.08,2.01,1.88,49.0,0.65,0.0,0.77,0.69,0.0,0.0,0.66,0.46,1.38,0.15,0.81,16.0,0.62,4.0,0.16,12.0,0.49,20.0,0.82,80.0,3.29,0.78,36.0,1.48,18.0,0.74,50.0,0.0,0.0,0.0,0.0,0.0,81.89,25.0,0.96,1.03,25.0,0.0,0.0,0.15,0.16,4.0,1.46,1.56,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,36.0,1.38,1.48,1.23,1.15,30.0,21.0,0.86,9.53,8.92,232.0,124.0,5.1,4.77,53.45,17.0,0.7,27.5,22.0,0.85,0.9,0.0
180,Jhon Eduard Murillo Romaña,28,21/11/1995,Liga MX,2022/2023,Forward,Atlas,Venezuela,7.12,2013,1131,882,29,17,12,1,1,0,2,1,1,0,0,7,6,1,30,16,14,3,0,0.13,0.09,0.04,0.08,0.0,2013,1.34,67,69,671,1007,0.13,7.12,0.07,28.79,23.0,644.0,18.93,530.0,23.7,1.07,30.0,1.18,0.89,0.71,20.0,0.75,0.0,0.29,1.25,0.0,22.0,0.98,0.5,2.14,0.29,0.57,22.0,0.79,8.0,0.36,14.0,0.63,8.0,0.36,33.0,1.48,1.34,60.0,2.68,35.0,1.56,58.33,0.0,0.0,0.0,0.0,0.0,82.3,36.36,0.57,0.72,16.0,0.0,0.0,0.04,0.04,1.0,0.25,0.31,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.29,8.0,3.0,4.55,34.0,1.21,1.52,0.89,0.71,20.0,16.0,0.72,9.52,7.61,213.0,106.0,4.74,3.79,49.77,21.0,0.94,33.33,11.0,0.39,0.49,0.0
198,Ulises Rivas Gilio,28,25/01/1996,Liga MX,2022/2023,Midfielder,Pumas UNAM,Mexico,6.87,2295,1080,1215,30,14,16,5,2,3,1,1,0,0,0,8,6,2,32,8,24,5,0,0.24,0.04,0.2,0.17,0.22,459,1.25,72,77,459,2295,0.2,6.87,0.03,27.02,22.97,689.0,18.87,566.0,22.2,0.37,11.0,0.4,1.96,1.67,50.0,0.5,0.0,0.4,0.17,0.0,4.6,0.9,0.47,0.33,0.3,0.63,23.0,0.77,9.0,0.35,14.0,0.55,12.0,0.47,12.0,0.47,0.43,10.0,0.39,5.0,0.2,50.0,0.0,0.0,0.0,0.0,0.0,82.15,39.13,1.07,1.25,32.0,0.0,0.0,0.37,0.43,11.0,1.1,1.29,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,1.0,0.0,21.74,15.0,0.5,0.59,1.22,1.03,31.0,19.0,0.75,7.57,6.43,193.0,89.0,3.49,2.97,46.11,15.0,0.59,33.33,4.0,0.13,0.16,0.0
204,Bryan Eduardo Garnica Cortez,27,27/05/1996,Liga MX,2022/2023,Forward,Necaxa,Mexico,7.19,2244,1107,1137,28,14,14,1,1,0,6,3,3,0,0,6,4,2,34,12,22,4,0,0.28,0.24,0.04,0.08,0.0,2244,1.36,66,80,561,374,0.16,7.19,0.21,23.46,20.89,585.0,15.71,440.0,17.65,2.07,58.0,6.68,1.48,1.32,37.0,1.0,0.0,0.79,1.11,0.0,10.5,0.84,0.5,1.93,0.25,0.57,21.0,0.75,7.0,0.28,14.0,0.56,22.0,0.88,187.0,7.5,2.33,54.0,2.17,31.0,1.24,57.41,0.0,0.0,0.0,0.0,0.0,75.21,33.33,0.79,0.88,22.0,0.0,0.0,0.25,0.28,7.0,0.64,0.72,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.07,0.08,0.0,0.0,0.0,0.32,0.29,8.0,0.0,9.52,31.0,1.11,1.24,0.36,0.32,9.0,16.0,0.64,8.98,8.0,224.0,115.0,4.61,4.11,51.34,28.0,1.12,35.29,66.0,2.36,2.65,0.0
